firm_id,firm_name,country,exchange,ticker,sector,sample_status,first_target_year,last_target_year,sample_inclusion_rule,exchange_listing_verified_as_of,listing_verification_status,collection_priority,year,employment_status,employees,employment_record_count,employment_source_batches,scope_break,hash_pending,ai_evidence_records,ai_source_batches
SA_2222,Saudi Arabian Oil Company (Aramco),Saudi Arabia,Saudi Exchange,2222,Energy,existing_seed,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,seed_verified,1,2018,exact_scope_break,67947.0,1.0,research_batch_01_employment.csv,True,False,0,
SA_1211,Saudi Arabian Mining Company (Ma'aden),Saudi Arabia,Saudi Exchange,1211,Materials,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,5,2024,unresolved,,,,False,True,0,
SA_1211,Saudi Arabian Mining Company (Ma'aden),Saudi Arabia,Saudi Exchange,1211,Materials,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,5,2025,rounded,7000.0,1.0,research_batch_54_employment.csv,False,False,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2018,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2019,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2020,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2021,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2022,unresolved,,,,False,True,1,research_batch_06_ai_evidence.csv
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2023,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2024,unresolved,,,,False,True,0,
SA_5110,Saudi Electricity Company,Saudi Arabia,Saudi Exchange,5110,Utilities,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,6,2025,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2018,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2019,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2020,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2021,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2022,unresolved,,,,False,True,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2023,exact,2518.0,1.0,research_batch_05_employment.csv,False,False,0,
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2024,exact,2562.0,1.0,research_batch_05_employment.csv,False,False,1,research_batch_05_ai_evidence.csv
SA_7020,Etihad Etisalat Company (Mobily),Saudi Arabia,Saudi Exchange,7020,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,7,2025,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2018,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2019,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2020,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2021,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2022,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2023,unresolved,,,,False,True,0,
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2024,unresolved,,,,False,True,1,research_batch_05_ai_evidence.csv
SA_7030,Mobile Telecommunication Company Saudi Arabia (Zain KSA),Saudi Arabia,Saudi Exchange,7030,Telecommunication Services,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,8,2025,exact,1500.0,1.0,research_batch_55_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2018,exact,4713.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2019,exact,5170.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2020,exact,5405.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2021,exact,5554.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2022,exact,5524.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,1,research_batch_07_ai_evidence.csv
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2023,exact,5493.0,2.0,research_batch_06_employment.csv|research_batch_07_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2024,exact,5795.0,1.0,research_batch_06_employment.csv,False,False,0,
SA_4190,Jarir Marketing Company,Saudi Arabia,Saudi Exchange,4190,Retail,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,9,2025,exact_scope_break,5847.0,1.0,research_batch_07_employment.csv,True,False,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2018,unresolved,,,,False,True,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2019,unresolved,,,,False,True,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2020,exact,18369.0,1.0,research_batch_07_employment.csv,False,False,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2021,exact,17859.0,1.0,research_batch_07_employment.csv,False,False,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2022,exact,16696.0,1.0,research_batch_07_employment.csv,False,False,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2023,exact_scope_break,15334.0,1.0,research_batch_07_employment.csv,True,False,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2024,unresolved,,,,False,True,0,
SA_2050,Savola Group,Saudi Arabia,Saudi Exchange,2050,Food & Beverages,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,10,2025,unresolved,,,,False,True,0,
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2018,exact,13003.0,1.0,research_batch_01_employment.csv,False,False,0,
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2019,exact,13439.0,1.0,research_batch_01_employment.csv,False,False,0,
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2020,exact,13445.0,1.0,research_batch_01_employment.csv,False,False,0,
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2021,exact,15078.0,1.0,research_batch_01_employment.csv,False,False,1,research_batch_01_ai_evidence.csv
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2022,exact,19964.0,1.0,research_batch_01_employment.csv,False,False,1,research_batch_01_ai_evidence.csv
SA_1120,Al Rajhi Banking and Investment Corporation,Saudi Arabia,Saudi Exchange,1120,Banks,pilot_frame,2018,2025,pre-outcome pilot frame: selected before labor-outcome extraction; long public reporting history; sector coverage; no AI-language criterion,2026-08-09,exchange_frame_verified,11,2023,exact_scope_break,20878.0,1.0,research_batch_01_employment.csv,True,False,1,research_batch_01_ai_evidence.csv
