ai_evidence_id,firm_id,firm_name,year,ai_label,ai_label_text,evidence_type,evidence_excerpt,evidence_summary,functional_tag,source_url,source_locator,source_type,source_retrieval_date,source_sha256,source_hash_status,manual_review,confidence,adoption_interpretation,notes,source_batch,duplicate_batch_count,source_batches
DIB_AI_2018_001,AE_DFM_DIB,Dubai Islamic Bank PJSC,2018,2,2_deployed,ai_chatbot,DIB Chat Bot ... enabled with artificial intelligence (AI features),DIB's official FY2018 results state that the bank introduced an AI-enabled chatbot providing customer support on queries and transactions during 2018.,customer_service,https://www.dib.ae/about-us/news/2019/01/30/dubai-islamic-bank-full-year-2018-group-financial-results,FY2018 Group Financial Results > digital capabilities highlights,official_company_results,2026-08-09,0dba34a4797e519d5cd3ce4121ef4fff24dbda2c9f077c7400bc4db70d5b86c5,archived_sha256_verified,yes,high,"Operational AI is observed in the first year of the target panel, so adoption is left-censored at <=2018. DIB should not be assigned a post-2018 first-adoption date for staggered-adoption analysis.","Score 2: production customer-support use is explicit, but this record alone does not show core credit/risk decision integration.",research_batch_10_ai_evidence.csv,1,research_batch_10_ai_evidence.csv
DIB_AI_2022_001,AE_DFM_DIB,Dubai Islamic Bank PJSC,2022,2,2_deployed,ai_trade_fraud_platform,built around artificial intelligence capabilities,"DIB officially joined the commercial UAE Trade Connect platform, which uses AI capabilities to prevent fraud and duplication, detect dubious trade-finance transactions and validate trade-related documents.",risk_compliance,https://www.dib.ae/about-us/news/2022/02/01/dubai-islamic-bank-joins-etisalat-digital-s-blockchain-platform-uae-trade-connect,"Official DIB news release, 1 February 2022",official_company_news,2026-08-09,919954473aadaa797c4e61a5025c262703010fe79e2ae980c3bffa0f5c4038a9,archived_sha256_verified,yes,high,Confirms persistent operational AI use by 2022; does not change the left-censored <=2018 adoption status.,Conservative score 2 because the AI capability resides in a shared commercial platform used by DIB; the evidence establishes operational use but not that DIB itself controls the model architecture.,research_batch_10_ai_evidence.csv,1,research_batch_10_ai_evidence.csv
DIC_AI_2024_001,AE_DFM_DIC,Dubai Investments PJSC,2024,2,2_deployed,ai_predictive_maintenance,EMICOOL partnered with Quant Gulf to launch AI-driven predictive maintenance,Dubai Investments' 2024 integrated report lists AI-driven predictive maintenance at wholly owned subsidiary EMICOOL among innovative products/initiatives implemented or under development during 2024.,operations,https://diweb.blob.core.windows.net/dubaiinvestmentcontainer/dip-images/public/352/DIC-Integrated-Report-English-2024-website_compressed.pdf,"Integrated Report 2024 > Annual Corporate Governance Report > innovative products/initiatives, PDF p.54",integrated_report_pdf,2026-08-09,1f885f42bcc1a2a37d82735c32939e9742d3089a4a61d0f59f65bf6abbae0496,archived_sha256_verified,yes,medium_high,"Qualifying group-level operational evidence in 2024, but first-adoption timing remains unresolved until earlier reports are searched. Because the source section combines implemented and under-development initiatives, score 2 is retained conservatively rather than 3.","The named use is AI-driven predictive maintenance in a cooling subsidiary, an operating function. Screenshot retrieval was attempted but the remote PDF cache missed; page-level parsed text is retained pending local archive/hash.",research_batch_30_ai_evidence.csv,1,research_batch_30_ai_evidence.csv
DU_AI_2019_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2019,2,2_deployed,ai_virtual_assistant,launched a multi-channel Artificial Intelligence-based virtual assistant on WhatsApp,du's official 2019 report states that it launched an AI-based virtual assistant on WhatsApp for customers; the same report also documents launched AI eHealth solutions and AI-based robotic process automation.,customer_service,https://www.du.ae/files/1430768714824,"Annual Report 2019 > Corporate Sustainability / customer experience, PDF pp.2-3 and p.16",annual_report_pdf,2026-08-09,84a970497aa2a67b6701651a591da54b575ff60bb4dd8141c336bd76690ac243,archived_sha256_verified,yes,high,"First observed explicit production AI use in the currently audited du material. Because the 2018 report has not yet been successfully parsed under the same protocol, true adoption is left-censored at <=2019.","Score 2 is conservative: multiple operational uses are explicit, including customer virtual assistance and procurement RPA, but this record alone does not establish core network/decision integration.",research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
DU_AI_2020_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2020,2,2_deployed,ai_rpa,continued with our Robotics Process Automation which uses artificial intelligence to create efficiencies in the way we work,The 2020 sustainability report explicitly states continued operational use of AI-based robotic process automation.,operations,https://www.du.ae/files/1430775785002,"Sustainability Report 2020 > Responsible procurement, PDF p.16",sustainability_report_pdf,2026-08-09,2cc512716298e2ea3c76def7c000e518c99fb5072e272718bb829325e6495edf,archived_sha256_verified,yes,high,Confirms persistence after the 2019 first-observed deployment; does not change the left-censored adoption status.,Operational process automation is explicit and qualifies for score 2 under the frozen codebook.,research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
DU_AI_2021_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2021,2,2_deployed,ai_rpa_and_5g_ai,continued with our Robotics Process Automation which uses artificial intelligence to create efficiencies in the way we work,The 2021 sustainability report states continued AI-based robotic process automation and also describes immediate 5G project implementation featuring cloud-based AI for operational use cases.,operations,https://www.du.ae/files/1430782069637,"Sustainability Report 2021 > Network infrastructure, PDF p.8; Responsible procurement, PDF p.30",sustainability_report_pdf,2026-08-09,6296d2dfa1b333555159f6d3492b8ff46efd1b5a6421ceb9e030434c92170ce6,archived_sha256_verified,yes,high,Persistent operational AI by 2021. The 5G/AI infrastructure language is not used to infer a new adoption date because AI deployment was already observed in 2019.,Score 2 retained because the strongest unequivocal internal record is operational RPA; some 5G AI use-case language also contains forward-looking elements.,research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
DU_AI_2023_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2023,1,1_rhetoric,genai_showcase,showcased Generative AI capabilities powered by Azure OpenAI,"du publicly showcased GenAI capabilities for government/customer-engagement use cases in 2023, but the disclosure is a demonstration rather than evidence that the showcased systems were in production.",customer_service,https://www.du.ae/about/media-centre/newsdetail/du-and-microsoft-showcase-generative-ai-capabilities,Official du media release / 2023 GenAI showcase,official_company_news,2026-08-09,,external_web_snapshot_hash_pending,yes,medium_high,Pilot/showcase evidence only; treatment remains based on earlier operational AI records.,Frozen codebook keeps demos/showcases below production deployment.,research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
DU_AI_2024_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2024,3,3_core,ai_ran_optimization,leveraging AI in Radio Access Network (RAN) optimization,du's official 2024 sustainability release states that AI was used in RAN optimization to significantly reduce power consumption; this is direct AI use in core telecom network operations.,operations,https://www.du.ae/about/media-centre/newsdetail/du-unveils-sustainability-report-2024,"Official sustainability-report release, 15 May 2025, describing 2024 performance",official_company_sustainability_release,2026-08-09,8207b0b4d4fc09e9229e215f1115b78aee8cb8f57354a9d6b2c97114f4d09fc8,archived_sha256_verified,yes,high,Core operational integration by 2024; treatment remains on from earlier observed adoption.,RAN optimization is a core network function and meets the frozen score-3 threshold.,research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
DU_AI_2025_001,AE_DFM_DU,Emirates Integrated Telecommunications Company PJSC (du),2025,3,3_core,ai_network_and_internal_modules,AI-driven network optimisation,The 2025 sustainability report states that du advances decarbonisation through AI-driven network optimisation and separately documents in-house AI-powered HR modules; it also reports deployment of a 5.1MW NVIDIA AI supercluster.,operations,https://investors.du.ae/static-files/db00b561-a6f2-41e5-a0de-c73bbad518d2,"Sustainability Report 2025 > Introduction / sustainability alignment, PDF p.5; HR digital transformation, PDF p.10",sustainability_report_pdf,2026-08-09,5bd09c81131054e8c849ac04ca109aec4d7373b57cf79260eb97fc52ebc8835b,archived_sha256_verified,yes,high,Confirms continued core AI integration in 2025.,"Score 3 is anchored to network optimisation, not to AI training or infrastructure announcements alone.",research_batch_13_ai_evidence.csv,1,research_batch_13_ai_evidence.csv
EMAAR_AI_2018_001,AE_DFM_EMAAR,Emaar Properties PJSC,2018,1,1_rhetoric,digital_hospitality_ai_initiative,transformation of hotel rooms as intelligent rooms that tunes itself to the preferences of the guest through machine learning and Artificial Intelligence,"Emaar Hospitality Group announced an organisation-wide digital transformation and said it had launched three initiatives, one centered on AI/ML-powered intelligent hotel rooms; the disclosure does not clearly establish completed production deployment at specific properties in 2018.",product_service,https://properties.emaar.com/en/press-release-listing/emaar-hospitality-group-marks-historic-milestone-of-50-operational-and-upcoming-hotel-projects/,"Official Emaar press release, April 2018 > A focus on digitisation",official_company_news,2026-08-09,7893ab3c1e6c0baa10e7f832ffeb588ea1cc5bffe404c7aabf0a21c1f5dfbf7f,archived_sha256_verified,yes,medium_high,Pre-deployment/launch evidence at the start of the panel. Do not assign operational adoption from this record alone.,Conservative score 1 because the initiative is described prospectively even though the digital programme itself had been launched.,research_batch_11_ai_evidence.csv,1,research_batch_11_ai_evidence.csv
EMAAR_AI_2018_002,AE_DFM_EMAAR,Emaar Properties PJSC,2018,1,1_rhetoric,intelligent_hotel_room_initiative,launched three digital initiatives ... intelligent rooms that tunes itself to the preferences of the guest through machine learning and Artificial Intelligence,Emaar Hospitality Group announced an organization-wide digital-transformation program in April 2018 including an intelligent-room initiative using ML/AI.,product_service,https://sa.emaar.com/en/press-release-listing/emaar-hospitality-group-marks-historic-milestone-of-50-operational-and-upcoming-hotel-projects/,"Official Emaar release, 22 Apr 2018 > A focus on digitisation",official_company_news,2026-08-09,ba922ac7b984dd645dd73080dabb794386570a75033b7a5033d3ed93f3796b8e,archived_sha256_verified,yes,high,"Kept below deployment threshold because the release describes launched initiatives/projects but does not demonstrate that the intelligent-room AI system was already operating in production. This is pre-adoption/early-initiative evidence, not a treatment date.",Do not infer operational adoption from 'launched three digital initiatives' without a production use statement.,research_batch_28_ai_evidence.csv,1,research_batch_28_ai_evidence.csv
EMAAR_AI_2020_001,AE_DFM_EMAAR,Emaar Properties PJSC,2020,1,1_rhetoric,ai_smart_home_partnership,Emaar Smart Home ... featuring the latest AI-powered smart home products from Xiaomi,"Emaar and Xiaomi announced a smart-home product planned to launch in 2020 with pre-installed AI-powered and IoT products, but the cited announcement is an MoU/launch plan rather than evidence of completed customer deployment.",product_service,https://properties.emaar.com/en/press-release-listing/emaar-smart-home/,"Official Emaar press release, 21 January 2020",official_company_news,2026-08-09,8db7093986a1f8b616d9dde442d607412982d601fdf62b9df6051ea2aa7febe4,archived_sha256_verified,yes,high,Intent/product-launch evidence only; not used as treatment onset without a later source confirming delivery or operational use.,Frozen codebook does not treat an MoU or announced future rollout as deployment.,research_batch_11_ai_evidence.csv,1,research_batch_11_ai_evidence.csv
EMAAR_AI_2020_002,AE_DFM_EMAAR,Emaar Properties PJSC,2020,1,1_rhetoric,ai_smart_home_mou,signed a Memorandum of Understanding ... to launch ‘Emaar Smart Home’,Emaar announced a Xiaomi partnership for AI-powered smart homes scheduled to launch in 2020.,product_service,https://sa.emaar.com/en/press-release-listing/emaar-smart-home/,"Official Emaar release, 21 Jan 2020",official_company_news,2026-08-09,4ce7eb8f2ea57c182adffe2c7bbb6090cb380758fd5a4be2b34a0941d3211f14,archived_sha256_verified,yes,high,MoU / announced rollout is not sufficient evidence of production deployment under the frozen codebook.,"The source uses future language ('will launch', 'will be made available'); score 1 prevents a false treatment date.",research_batch_28_ai_evidence.csv,1,research_batch_28_ai_evidence.csv
EMAAR_AI_2023_001,AE_DFM_EMAAR,Emaar Properties PJSC,2023,2,2_deployed,ai_food_waste_system,successfully completed the installation of the Winnow system in five of its premier properties in 2023,Emaar's official sustainability site states that Emaar Hospitality installed an AI-enabled Winnow system at five hotels in 2023; cameras and machine learning identify and record food waste to support kitchen waste management and cost control.,operations,https://properties.emaar.com/en/emaar-sustainability/our-stories/,Emaar Sustainability > Our Stories > Harnessing AI for Sustainability at Emaar Hospitality,official_company_sustainability_page,2026-08-09,a2dd8b03c14e0196804b71bd885c19b1dddd1bdea228b18c4c111c67d5e7662f,archived_sha256_verified,yes,high,"First observed clearly completed AI deployment in the currently audited Emaar Properties material. Earlier reports still require the same manual search, so true adoption is left-censored at <=2023 rather than fixed to 2023.",Score 2: real deployment at five operating properties is explicit; food-waste management is operational but not sufficient by itself for core score 3.,research_batch_11_ai_evidence.csv,2,research_batch_11_ai_evidence.csv|research_batch_28_ai_evidence.csv
EMAAR_AI_2024_001,AE_DFM_EMAAR,Emaar Properties PJSC,2024,2,2_deployed,ai_retail_demand_analysis,Emaar is deploying advanced AI systems to analyse and predict the future needs of retailers and visitors,Emaar's February 2024 Dubai Square announcement states that advanced AI systems are being deployed to analyze and predict retailer and visitor needs.,analytics,https://www.emaar.com/en/press-release-listing/emaar-unveils-dubai-square-a-futuristic-fusion-of-cutting-edge-retail-entertainment-and-technology-in-dubai-creek-harbour,"Official Emaar release, 7 Feb 2024",official_company_news,2026-08-09,72aeeb5fdaffb7e8a59c66633b5c7813497a6f71960b42bf577e4dc1abf96f58,archived_sha256_verified,yes,medium_high,Supports persistence/deepening after the 2023 installed system but is not used to backdate adoption.,"The project itself is under development, so score 2 is conservative despite explicit 'deploying' language.",research_batch_28_ai_evidence.csv,1,research_batch_28_ai_evidence.csv
ENBD_AI_2023_001,AE_DFM_EMIRATESNBD,Emirates NBD Bank PJSC,2023,2,2_deployed,genai_developer_productivity,more than a thousand developers now empowered with this state-of-the-art coding assistant,"Emirates NBD announced a Microsoft-supported generative-AI transformation and reported more than 1,000 developers using GitHub Copilot X.",operations,https://www.emiratesnbd.com/en/media-center/emirates-nbd-to-transform-business-operations-and-enhance-productivity-with-generative-ai,"Official Emirates NBD media release, 9 July 2023",official_company_release_html,2026-08-09,9475712a776d82d2c70a223ccce1f618cf52adc6cf3e9efe02ff3ec2559d2cc7,archived_sha256_verified,yes,high,"Direct evidence of operational generative-AI deployment in 2023; first observed year in the current pass, but earlier AI/ML use may exist and must be searched before treatment timing is frozen.",Score 2: concrete deployed tool in a named internal function.,research_batch_06_ai_evidence.csv,1,research_batch_06_ai_evidence.csv
ENBD_AI_2023_002,AE_DFM_EMIRATESNBD,Emirates NBD Bank PJSC,2023,2,2_deployed,conversational_ai_chatbot,deployed a conversational AI-enabled chatbot,"The 2023 Annual Report states that Tanfeeth deployed a conversational AI-enabled chatbot in Contact Centre Operations and records 107,606 successful engaged chatbot sessions during 2023; it also reports expanding Generative AI use cases affecting customer experience.",customer_service,https://cdn.emiratesnbd.com/assets/pdf/2023-J/integrated_report_strategic.pdf,"Annual Report 2023 > Tanfeeth > Omni-Channel Optimisation Programme, parsed PDF p.53",annual_report_pdf,2026-08-09,e2ac9aebaba409176a9509b043e61f81db01981d2e6d1b80f631438032f3b55d,archived_sha256_verified,yes,high,First observed production AI use in the currently audited Emirates NBD reports; adoption remains left-censored until 2018-2022 reports are searched under the same protocol.,Score 2 is conservative because the evidence establishes real customer-facing deployment but this record alone does not show AI controlling core credit/risk decisions.,research_batch_09_ai_evidence.csv,1,research_batch_09_ai_evidence.csv
ENBD_AI_2024_001,AE_DFM_EMIRATESNBD,Emirates NBD Bank PJSC,2024,3,3_core,enterprise_genai_ml,Generative AI implementation across business operations,"FY2024 results report GenAI implementation across business operations, AI customer-behaviour analysis for SME FX/trade, GenAI document extraction for onboarding, ML alerts for AML screening and more than 50 advanced-analytics use cases.",risk_compliance,https://www.emiratesnbd.com/en/media-center/emirates-nbd-announces-fy-2024-financial-results,Official Emirates NBD FY2024 financial-results release,official_company_release_html,2026-08-09,f9771753ea8ac7004e57264bcd6a3516b1079cf8bb7e3806e28210c1acb6b16b,archived_sha256_verified,yes,high,Strong evidence of broad enterprise integration by 2024; treatment remains on after observed 2023 deployment.,"Score 3 because AI/ML is embedded across onboarding, AML screening and customer analytics, including regulated/core banking processes.",research_batch_06_ai_evidence.csv,2,research_batch_06_ai_evidence.csv|research_batch_09_ai_evidence.csv
ENBD_AI_2025_001,AE_DFM_EMIRATESNBD,Emirates NBD Bank PJSC,2025,3,3_core,enterprise_ai_decisioning,"50+ AI initiatives improving decisioning process, controls, customer experience and productivity","Official FY2025 results report more than 50 AI initiatives affecting decisioning, controls, customer experience and productivity, plus the region's first AI-powered contact-centre platform.",risk_compliance,https://www.emiratesnbd.com/en/media-center/emirates-nbd-announces-fy-2025-financial-results,FY2025 Financial Results > data-first transformation highlights,official_company_results,2026-08-09,922bedb45772294e77e1656b9a3bbad8f9083268d2eadd5a26fb53665d0e41e9,archived_sha256_verified,yes,high,Mature enterprise AI integration by 2025; treatment remains on.,Decisioning and controls satisfy the frozen core-integration threshold; contact-centre evidence independently confirms customer-service deployment.,research_batch_09_ai_evidence.csv,1,research_batch_09_ai_evidence.csv
MASHREQ_AI_2023_001,AE_DFM_MASQ,Mashreqbank PSC,2023,2,2_deployed,ai_trade_sales_decisioning,embarked on AI enabled data driven decision making to execute trade sales for our FI business,Mashreq's 2023 integrated report documents AI-enabled data-driven decision-making used to execute trade sales in its Financial Institutions business.,operations,https://www.mashreq.com/-/jssmedia/pdfs/aboutus/audit/Mashreq_Sustainability_Report_2023_EN.ashx,"Integrated Report 2023 > Sustainability/DFM content discussion, PDF p.91 (parsed page 90)",annual_integrated_report_pdf,2026-08-09,dd8f2ade773bab7f89129fdf4993167cd9cc61bcc744d5e517fab4a57a36e27f,archived_sha256_verified,yes,medium_high,First observed qualifying operational AI evidence in the currently audited Mashreq record; 2018-2022 require the identical manual search protocol before a definitive first-adoption year is frozen.,Concrete execution of trade-sales decisioning clears score 2. The wording does not establish sufficiently broad/core autonomous banking control to justify score 3.,research_batch_29_ai_evidence.csv,1,research_batch_29_ai_evidence.csv
TABREED_AI_2022_001,AE_DFM_TABREED,National Central Cooling Company PJSC (Tabreed),2022,3,3_core,autonomous_ai_control,fully autonomous operation in the Downtown Dubai District Cooling Scheme,"Tabreed's official May 2022 release documents successful implementation of ENGIE's Nemo platform in its Downtown Dubai network. Data-driven intelligent algorithms forecast customer demand and make operating decisions on chilled-water flow, temperature set points, equipment sequencing and network mix; AI algorithms also detect failures and automatically redirect flow.",operations,https://www.tabreed.ae/en/news/tabreed-extends-partnership-engie-digital-introducing-bespoke-ai-downtown-dubai-district,"Official Tabreed release, 24 May 2022",official_company_news,2026-08-09,95b823f7741d7da43b57fea3a61b083010119d489852c9be4af000feefd04fdf,archived_sha256_verified,yes,high,"Core operational AI is observed by May 2022, before the 30-Nov-2022 generative-AI shock. First adoption is left-censored at <=2022 until 2018-2021 receive the same manual search protocol.",This is not generic automation: the issuer explicitly identifies artificial-intelligence algorithms making plant/network operating decisions and describes successful integration. It meets the frozen score-3 threshold.,research_batch_26_ai_evidence.csv,1,research_batch_26_ai_evidence.csv
